timestamp,open,high,low,close,volume
2026-07-19 17:00:00,10505151,10509279,10495911,10503541,12.609
2026-07-19 17:15:00,10501407,10502874,10489283,10497029,6.067
2026-07-19 17:30:00,10496170,10499543,10492477,10492935,2.432
2026-07-19 17:45:00,10494887,10508709,10492304,10501926,2.688
2026-07-19 18:00:00,10504670,10506000,10493681,10495319,2.366
2026-07-19 18:15:00,10494041,10494041,10475981,10481265,5.978
2026-07-19 18:30:00,10480431,10485178,10464538,10471292,9.136
2026-07-19 18:45:00,10470689,10473971,10464181,10469464,7.258
2026-07-19 19:00:00,10468897,10485496,10465168,10482382,7.157
2026-07-19 19:15:00,10480228,10489613,10479956,10487066,4.641
2026-07-19 19:30:00,10487289,10497088,10484929,10496673,5.976
2026-07-19 19:45:00,10496550,10502011,10476107,10482212,7.08
2026-07-19 20:00:00,10481110,10488257,10469760,10481914,6.783
2026-07-19 20:15:00,10483824,10492720,10473133,10477708,11.433
2026-07-19 20:30:00,10476615,10479114,10470901,10474390,1.878
2026-07-19 20:45:00,10475016,10476827,10457659,10464564,9.34
2026-07-19 21:00:00,10461847,10462198,10439215,10439519,7.606
2026-07-19 21:15:00,10440545,10458891,10428973,10434676,16.394
2026-07-19 21:30:00,10436000,10457000,10434024,10454149,12.553
2026-07-19 21:45:00,10452559,10461632,10443938,10458883,4.989
2026-07-19 22:00:00,10458985,10462799,10444011,10447475,15.374
2026-07-19 22:15:00,10447475,10455649,10437285,10454594,7.633
2026-07-19 22:30:00,10454682,10465000,10453492,10458771,2.634
2026-07-19 22:45:00,10455752,10474800,10454073,10468350,6.818
2026-07-19 23:00:00,10467476,10479734,10466853,10475923,6.476
2026-07-19 23:15:00,10476701,10478433,10457150,10465709,6.611
2026-07-19 23:30:00,10464871,10478160,10461543,10474527,3.839
